name,href,page,physical_damage,min_physical_damage,max_physical_damage,avg_physical_damage,critical_hit_chance,attacks_per_second,requirements,required_level,required_dex,implicit
Baroque Targe,Baroque_Targe,Shields_str_dex,,,,,,,"Level 70 , 54 Str , 54 Dex",70,54,Grants Skill: Raise Shield
Soaring Targe,Soaring_Targe,Shields_str_dex,,,,,,,"Level 75 , 59 Str , 59 Dex",75,59,Grants Skill: Raise Shield
Golden Targe,Golden_Targe,Shields_str_dex,,,,,,,"Level 80 , 63 Str , 63 Dex",80,63,Grants Skill: Raise Shield
Venerable Defender,Venerable_Defender,Shields_str_dex,,,,,,,"Level 62 , 64 Str , 64 Dex",62,64,Grants Skill: Raise Shield
Runeforged Hardwood Targe,Runeforged_Hardwood_Targe,Shields_str_dex,,,,,,,,,,Grants Skill: Raise Shield
Runeforged Pelage Targe,Runeforged_Pelage_Targe,Shields_str_dex,,,,,,,"Level 8 , 9 Str , 9 Dex",8,9,Grants Skill: Raise Shield
Runeforged Studded Targe,Runeforged_Studded_Targe,Shields_str_dex,,,,,,,"Level 16 , 15 Str , 15 Dex",16,15,Grants Skill: Raise Shield
Runeforged Crescent Targe,Runeforged_Crescent_Targe,Shields_str_dex,,,,,,,"Level 26 , 22 Str , 22 Dex",26,22,Grants Skill: Raise Shield
Runeforged Chiseled Targe,Runeforged_Chiseled_Targe,Shields_str_dex,,,,,,,"Level 33 , 27 Str , 27 Dex",33,27,Grants Skill: Raise Shield
Runeforged Feathered Targe,Runeforged_Feathered_Targe,Shields_str_dex,,,,,,,"Level 37 , 30 Str , 30 Dex",37,30,Grants Skill: Raise Shield
Runeforged Stratified Targe,Runeforged_Stratified_Targe,Shields_str_dex,,,,,,,"Level 46 , 37 Str , 37 Dex",46,37,Grants Skill: Raise Shield
Runeforged Carved Targe,Runeforged_Carved_Targe,Shields_str_dex,,,,,,,"Level 51 , 40 Str , 40 Dex",51,40,Grants Skill: Raise Shield
Runeforged Polished Targe,Runeforged_Polished_Targe,Shields_str_dex,,,,,,,"Level 54 , 42 Str , 42 Dex",54,42,Grants Skill: Raise Shield
Runeforged Stone Targe,Runeforged_Stone_Targe,Shields_str_dex,,,,,,,"Level 59 , 46 Str , 46 Dex",59,46,Grants Skill: Raise Shield
Runeforged Avian Targe,Runeforged_Avian_Targe,Shields_str_dex,,,,,,,"Level 62 , 48 Str , 48 Dex",62,48,Grants Skill: Raise Shield
Runeforged Mammoth Targe,Runeforged_Mammoth_Targe,Shields_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,Grants Skill: Raise Shield
Runeforged Baroque Targe,Runeforged_Baroque_Targe,Shields_str_dex,,,,,,,"Level 70 , 54 Str , 54 Dex",70,54,Grants Skill: Raise Shield
Runeforged Soaring Targe,Runeforged_Soaring_Targe,Shields_str_dex,,,,,,,"Level 75 , 59 Str , 59 Dex",75,59,Grants Skill: Raise Shield
Runeforged Golden Targe,Runeforged_Golden_Targe,Shields_str_dex,,,,,,,"Level 80 , 63 Str , 63 Dex",80,63,Grants Skill: Raise Shield
Blazon Crest Shield,Blazon_Crest_Shield,Shields_str_int,,,,,,,,,,Grants Skill: Raise Shield
Sigil Crest Shield,Sigil_Crest_Shield,Shields_str_int,,,,,,,"Level 7 , 8 Str , 8 Int",7,,Grants Skill: Raise Shield
Emblem Crest Shield,Emblem_Crest_Shield,Shields_str_int,,,,,,,"Level 16 , 15 Str , 15 Int",16,,Grants Skill: Raise Shield
Jingling Crest Shield,Jingling_Crest_Shield,Shields_str_int,,,,,,,"Level 28 , 23 Str , 23 Int",28,,Grants Skill: Raise Shield
Sectarian Crest Shield,Sectarian_Crest_Shield,Shields_str_int,,,,,,,"Level 33 , 27 Str , 27 Int",33,,Grants Skill: Raise Shield
Omen Crest Shield,Omen_Crest_Shield,Shields_str_int,,,,,,,"Level 36 , 30 Str , 30 Int",36,,Grants Skill: Raise Shield
Wayward Crest Shield,Wayward_Crest_Shield,Shields_str_int,,,,,,,"Level 45 , 36 Str , 36 Int",45,,Grants Skill: Raise Shield
Seer Crest Shield,Seer_Crest_Shield,Shields_str_int,,,,,,,"Level 50 , 39 Str , 39 Int",50,,Grants Skill: Raise Shield
Stoic Crest Shield,Stoic_Crest_Shield,Shields_str_int,,,,,,,"Level 52 , 41 Str , 41 Int",52,,Grants Skill: Raise Shield
Empyreal Crest Shield,Empyreal_Crest_Shield,Shields_str_int,,,,,,,"Level 57 , 45 Str , 45 Int",57,,Grants Skill: Raise Shield
Deified Crest Shield,Deified_Crest_Shield,Shields_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,Grants Skill: Raise Shield
Painted Crest Shield,Painted_Crest_Shield,Shields_str_int,,,,,,,"Level 45 , 36 Str , 36 Int",45,,Grants Skill: Raise Shield
Engraved Crest Shield,Engraved_Crest_Shield,Shields_str_int,,,,,,,"Level 48 , 38 Str , 38 Int",48,,Grants Skill: Raise Shield
Descry Crest Shield,Descry_Crest_Shield,Shields_str_int,,,,,,,"Level 51 , 40 Str , 40 Int",51,,Grants Skill: Raise Shield
Dekharan Crest Shield,Dekharan_Crest_Shield,Shields_str_int,,,,,,,"Level 54 , 42 Str , 42 Int",54,,Grants Skill: Raise Shield
Quartered Crest Shield,Quartered_Crest_Shield,Shields_str_int,,,,,,,"Level 59 , 46 Str , 46 Int",59,,Grants Skill: Raise Shield
Glowering Crest Shield,Glowering_Crest_Shield,Shields_str_int,,,,,,,"Level 62 , 48 Str , 48 Int",62,,Grants Skill: Raise Shield
Intricate Crest Shield,Intricate_Crest_Shield,Shields_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,Grants Skill: Raise Shield
Sekheman Crest Shield,Sekheman_Crest_Shield,Shields_str_int,,,,,,,"Level 70 , 54 Str , 54 Int",70,,Grants Skill: Raise Shield
Vaal Crest Shield,Vaal_Crest_Shield,Shields_str_int,,,,,,,"Level 75 , 59 Str , 59 Int",75,,Grants Skill: Raise Shield
Blacksteel Crest Shield,Blacksteel_Crest_Shield,Shields_str_int,,,,,,,"Level 80 , 63 Str , 63 Int",80,,Grants Skill: Raise Shield
Runeforged Blazon Crest Shield,Runeforged_Blazon_Crest_Shield,Shields_str_int,,,,,,,,,,Grants Skill: Raise Shield
Runeforged Sigil Crest Shield,Runeforged_Sigil_Crest_Shield,Shields_str_int,,,,,,,"Level 7 , 8 Str , 8 Int",7,,Grants Skill: Raise Shield
Runeforged Emblem Crest Shield,Runeforged_Emblem_Crest_Shield,Shields_str_int,,,,,,,"Level 16 , 15 Str , 15 Int",16,,Grants Skill: Raise Shield
Runeforged Jingling Crest Shield,Runeforged_Jingling_Crest_Shield,Shields_str_int,,,,,,,"Level 28 , 23 Str , 23 Int",28,,Grants Skill: Raise Shield
Runeforged Sectarian Crest Shield,Runeforged_Sectarian_Crest_Shield,Shields_str_int,,,,,,,"Level 33 , 27 Str , 27 Int",33,,Grants Skill: Raise Shield
Runeforged Omen Crest Shield,Runeforged_Omen_Crest_Shield,Shields_str_int,,,,,,,"Level 36 , 30 Str , 30 Int",36,,Grants Skill: Raise Shield
Runeforged Wayward Crest Shield,Runeforged_Wayward_Crest_Shield,Shields_str_int,,,,,,,"Level 45 , 36 Str , 36 Int",45,,Grants Skill: Raise Shield
Runeforged Seer Crest Shield,Runeforged_Seer_Crest_Shield,Shields_str_int,,,,,,,"Level 50 , 39 Str , 39 Int",50,,Grants Skill: Raise Shield
Runeforged Dekharan Crest Shield,Runeforged_Dekharan_Crest_Shield,Shields_str_int,,,,,,,"Level 54 , 42 Str , 42 Int",54,,Grants Skill: Raise Shield
Runeforged Quartered Crest Shield,Runeforged_Quartered_Crest_Shield,Shields_str_int,,,,,,,"Level 59 , 46 Str , 46 Int",59,,Grants Skill: Raise Shield
Runeforged Glowering Crest Shield,Runeforged_Glowering_Crest_Shield,Shields_str_int,,,,,,,"Level 62 , 48 Str , 48 Int",62,,Grants Skill: Raise Shield
Runeforged Intricate Crest Shield,Runeforged_Intricate_Crest_Shield,Shields_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,Grants Skill: Raise Shield
Runeforged Sekheman Crest Shield,Runeforged_Sekheman_Crest_Shield,Shields_str_int,,,,,,,"Level 70 , 54 Str , 54 Int",70,,Grants Skill: Raise Shield
Runeforged Vaal Crest Shield,Runeforged_Vaal_Crest_Shield,Shields_str_int,,,,,,,"Level 75 , 59 Str , 59 Int",75,,Grants Skill: Raise Shield
Runeforged Blacksteel Crest Shield,Runeforged_Blacksteel_Crest_Shield,Shields_str_int,,,,,,,"Level 80 , 63 Str , 63 Int",80,,Grants Skill: Raise Shield
Runemastered Blazon Crest Shield,Runemastered_Blazon_Crest_Shield,Shields_str_int,,,,,,,"Level 40 , 32 Str , 32 Int",40,,Grants Skill: Raise Shield
Runemastered Sigil Crest Shield,Runemastered_Sigil_Crest_Shield,Shields_str_int,,,,,,,"Level 40 , 32 Str , 32 Int",40,,Grants Skill: Raise Shield
Runemastered Emblem Crest Shield,Runemastered_Emblem_Crest_Shield,Shields_str_int,,,,,,,"Level 38 , 31 Str , 31 Int",38,,Grants Skill: Raise Shield
Runemastered Jingling Crest Shield,Runemastered_Jingling_Crest_Shield,Shields_str_int,,,,,,,"Level 38 , 31 Str , 31 Int",38,,Grants Skill: Raise Shield
Runemastered Omen Crest Shield,Runemastered_Omen_Crest_Shield,Shields_str_int,,,,,,,"Level 48 , 38 Str , 38 Int",48,,Grants Skill: Raise Shield
Runemastered Intricate Crest Shield,Runemastered_Intricate_Crest_Shield,Shields_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,Grants Skill: Raise Shield
Leather Buckler,Leather_Buckler,Bucklers,,,,,,,,,,Grants Skill: Parry
Wooden Buckler,Wooden_Buckler,Bucklers,,,,,,,"Level 5 , 10 Dex",5,10,Grants Skill: Parry
Plated Buckler,Plated_Buckler,Bucklers,,,,,,,"Level 11 , 18 Dex",11,18,Grants Skill: Parry
Iron Buckler,Iron_Buckler,Bucklers,,,,,,,"Level 16 , 25 Dex",16,25,Grants Skill: Parry
Ridged Buckler,Ridged_Buckler,Bucklers,,,,,,,"Level 22 , 33 Dex",22,33,Grants Skill: Parry
Spiked Buckler,Spiked_Buckler,Bucklers,,,,,,,"Level 26 , 38 Dex",26,38,Grants Skill: Parry
Ringed Buckler,Ringed_Buckler,Bucklers,,,,,,,"Level 33 , 48 Dex",33,48,Grants Skill: Parry
Edged Buckler,Edged_Buckler,Bucklers,,,,,,,"Level 39 , 56 Dex",39,56,Grants Skill: Parry
Laminate Buckler,Laminate_Buckler,Bucklers,,,,,,,"Level 45 , 64 Dex",45,64,Grants Skill: Parry
Pearl Buckler,Pearl_Buckler,Bucklers,,,,,,,"Level 50 , 71 Dex",50,71,Grants Skill: Parry
Ornate Buckler,Ornate_Buckler,Bucklers,,,,,,,"Level 52 , 74 Dex",52,74,Grants Skill: Parry
Array Buckler,Array_Buckler,Bucklers,,,,,,,"Level 55 , 78 Dex",55,78,Grants Skill: Parry
Aegis Buckler,Aegis_Buckler,Bucklers,,,,,,,"Level 65 , 91 Dex",65,91,Grants Skill: Parry
Oak Buckler,Oak_Buckler,Bucklers,,,,,,,"Level 45 , 64 Dex",45,64,Grants Skill: Parry
Painted Buckler,Painted_Buckler,Bucklers,,,,,,,"Level 48 , 69 Dex",48,69,Grants Skill: Parry
Coiled Buckler,Coiled_Buckler,Bucklers,,,,,,,"Level 51 , 73 Dex",51,73,Grants Skill: Parry
Spikeward Buckler,Spikeward_Buckler,Bucklers,,,,,,,"Level 54 , 77 Dex",54,77,Grants Skill: Parry
Jingling Buckler,Jingling_Buckler,Bucklers,,,,,,,"Level 59 , 83 Dex",59,83,Grants Skill: Parry
Bladeguard Buckler,Bladeguard_Buckler,Bucklers,,,,,,,"Level 61 , 86 Dex",61,86,Grants Skill: Parry
Ornate Buckler,Ornate_Buckler,Bucklers,,,,,,,"Level 65 , 91 Dex",65,91,Grants Skill: Parry
Gutspike Buckler,Gutspike_Buckler,Bucklers,,,,,,,"Level 70 , 99 Dex",70,99,Grants Skill: Parry
Ancient Buckler,Ancient_Buckler,Bucklers,,,,,,,"Level 75 , 107 Dex",75,107,Grants Skill: Parry
Desert Buckler,Desert_Buckler,Bucklers,,,,,,,"Level 80 , 115 Dex",80,115,Grants Skill: Parry
Runeforged Leather Buckler,Runeforged_Leather_Buckler,Bucklers,,,,,,,,,,Grants Skill: Parry
Runeforged Wooden Buckler,Runeforged_Wooden_Buckler,Bucklers,,,,,,,"Level 5 , 10 Dex",5,10,Grants Skill: Parry
Runeforged Plated Buckler,Runeforged_Plated_Buckler,Bucklers,,,,,,,"Level 11 , 18 Dex",11,18,Grants Skill: Parry
Runeforged Iron Buckler,Runeforged_Iron_Buckler,Bucklers,,,,,,,"Level 16 , 25 Dex",16,25,Grants Skill: Parry
Runeforged Ridged Buckler,Runeforged_Ridged_Buckler,Bucklers,,,,,,,"Level 22 , 33 Dex",22,33,Grants Skill: Parry
Runeforged Spiked Buckler,Runeforged_Spiked_Buckler,Bucklers,,,,,,,"Level 26 , 38 Dex",26,38,Grants Skill: Parry
Runeforged Ringed Buckler,Runeforged_Ringed_Buckler,Bucklers,,,,,,,"Level 33 , 48 Dex",33,48,Grants Skill: Parry
Runeforged Edged Buckler,Runeforged_Edged_Buckler,Bucklers,,,,,,,"Level 39 , 56 Dex",39,56,Grants Skill: Parry
Runeforged Laminate Buckler,Runeforged_Laminate_Buckler,Bucklers,,,,,,,"Level 45 , 64 Dex",45,64,Grants Skill: Parry
Runeforged Pearl Buckler,Runeforged_Pearl_Buckler,Bucklers,,,,,,,"Level 50 , 71 Dex",50,71,Grants Skill: Parry
Runeforged Ornate Buckler,Runeforged_Ornate_Buckler,Bucklers,,,,,,,"Level 52 , 74 Dex",52,74,Grants Skill: Parry
Runeforged Array Buckler,Runeforged_Array_Buckler,Bucklers,,,,,,,"Level 55 , 78 Dex",55,78,Grants Skill: Parry
Runeforged Aegis Buckler,Runeforged_Aegis_Buckler,Bucklers,,,,,,,"Level 65 , 91 Dex",65,91,Grants Skill: Parry
Runeforged Spikeward Buckler,Runeforged_Spikeward_Buckler,Bucklers,,,,,,,"Level 54 , 77 Dex",54,77,Grants Skill: Parry
Runeforged Jingling Buckler,Runeforged_Jingling_Buckler,Bucklers,,,,,,,"Level 59 , 83 Dex",59,83,Grants Skill: Parry
Runeforged Bladeguard Buckler,Runeforged_Bladeguard_Buckler,Bucklers,,,,,,,"Level 61 , 86 Dex",61,86,Grants Skill: Parry
Runeforged Ornate Buckler,Runeforged_Ornate_Buckler,Bucklers,,,,,,,"Level 65 , 91 Dex",65,91,Grants Skill: Parry
Runeforged Gutspike Buckler,Runeforged_Gutspike_Buckler,Bucklers,,,,,,,"Level 70 , 99 Dex",70,99,Grants Skill: Parry
Runeforged Ancient Buckler,Runeforged_Ancient_Buckler,Bucklers,,,,,,,"Level 75 , 107 Dex",75,107,Grants Skill: Parry
Runeforged Desert Buckler,Runeforged_Desert_Buckler,Bucklers,,,,,,,"Level 80 , 115 Dex",80,115,Grants Skill: Parry
Runemastered Hardwood Targe,Runemastered_Hardwood_Targe,Bucklers,,,,,,,"Level 38 , 31 Str , 31 Dex",38,31,Grants Skill: Raise Shield
Runemastered Crescent Targe,Runemastered_Crescent_Targe,Bucklers,,,,,,,"Level 38 , 31 Str , 31 Dex",38,31,Grants Skill: Raise Shield
Runemastered Leather Buckler,Runemastered_Leather_Buckler,Bucklers,,,,,,,"Level 38 , 54 Dex",38,54,Grants Skill: Parry
Runemastered Wooden Buckler,Runemastered_Wooden_Buckler,Bucklers,,,,,,,"Level 38 , 54 Dex",38,54,Grants Skill: Parry
Runemastered Plated Buckler,Runemastered_Plated_Buckler,Bucklers,,,,,,,"Level 38 , 54 Dex",38,54,Grants Skill: Parry
Runemastered Iron Buckler,Runemastered_Iron_Buckler,Bucklers,,,,,,,"Level 38 , 54 Dex",38,54,Grants Skill: Parry
Runemastered Ridged Buckler,Runemastered_Ridged_Buckler,Bucklers,,,,,,,"Level 40 , 58 Dex",40,58,Grants Skill: Parry
Runemastered Spiked Buckler,Runemastered_Spiked_Buckler,Bucklers,,,,,,,"Level 40 , 58 Dex",40,58,Grants Skill: Parry
Runemastered Ornate Buckler,Runemastered_Ornate_Buckler,Bucklers,,,,,,,"Level 55 , 78 Dex",55,78,Grants Skill: Parry
Runemastered Array Buckler,Runemastered_Array_Buckler,Bucklers,,,,,,,"Level 60 , 85 Dex",60,85,Grants Skill: Parry
Runemastered Venerable Defender,Runemastered_Venerable_Defender,Bucklers,,,,,,,"Level 65 , 107 Str",65,,Grants Skill: Raise Shield
Runemastered Venerable Defender,Runemastered_Venerable_Defender,Bucklers,,,,,,,"Level 65 , 107 Int",65,,Grants Skill: Raise Shield
Runemastered Venerable Defender,Runemastered_Venerable_Defender,Bucklers,,,,,,,"Level 65 , 107 Dex",65,107,Grants Skill: Parry
Runemastered Venerable Defender,Runemastered_Venerable_Defender,Bucklers,,,,,,,"Level 65 , 67 Str , 67 Dex",65,67,Grants Skill: Raise Shield
Twig Focus,Twig_Focus,Foci,,,,,,,,,,
Woven Focus,Woven_Focus,Foci,,,,,,,"Level 6 , 11 Int",6,,
Antler Focus,Antler_Focus,Foci,,,,,,,"Level 10 , 17 Int",10,,
Engraved Focus,Engraved_Focus,Foci,,,,,,,"Level 16 , 25 Int",16,,
Tonal Focus,Tonal_Focus,Foci,,,,,,,"Level 22 , 33 Int",22,,
Crystal Focus,Crystal_Focus,Foci,,,,,,,"Level 26 , 38 Int",26,,
Voodoo Focus,Voodoo_Focus,Foci,,,,,,,"Level 33 , 48 Int",33,,
Plumed Focus,Plumed_Focus,Foci,,,,,,,"Level 36 , 52 Int",36,,
Runed Focus,Runed_Focus,Foci,,,,,,,"Level 45 , 64 Int",45,,
Whorl Focus,Whorl_Focus,Foci,,,,,,,"Level 51 , 73 Int",51,,
Elegant Focus,Elegant_Focus,Foci,,,,,,,"Level 52 , 74 Int",52,,
Attuned Focus,Attuned_Focus,Foci,,,,,,,"Level 57 , 81 Int",57,,
Magus Focus,Magus_Focus,Foci,,,,,,,"Level 65 , 91 Int",65,,
Wreath Focus,Wreath_Focus,Foci,,,,,,,"Level 45 , 64 Int",45,,
Staghorn Focus,Staghorn_Focus,Foci,,,,,,,"Level 48 , 69 Int",48,,
Jingling Focus,Jingling_Focus,Foci,,,,,,,"Level 51 , 73 Int",51,,
Arrayed Focus,Arrayed_Focus,Foci,,,,,,,"Level 54 , 77 Int",54,,
Cultist Focus,Cultist_Focus,Foci,,,,,,,"Level 59 , 83 Int",59,,
Hallowed Focus,Hallowed_Focus,Foci,,,,,,,"Level 61 , 86 Int",61,,
Druidic Focus,Druidic_Focus,Foci,,,,,,,"Level 65 , 91 Int",65,,
Leyline Focus,Leyline_Focus,Foci,,,,,,,"Level 70 , 99 Int",70,,
Sacred Focus,Sacred_Focus,Foci,,,,,,,"Level 75 , 107 Int",75,,
Tasalian Focus,Tasalian_Focus,Foci,,,,,,,"Level 80 , 115 Int",80,,
Runeforged Twig Focus,Runeforged_Twig_Focus,Foci,,,,,,,,,,
Runeforged Woven Focus,Runeforged_Woven_Focus,Foci,,,,,,,"Level 6 , 11 Int",6,,
Runeforged Antler Focus,Runeforged_Antler_Focus,Foci,,,,,,,"Level 10 , 17 Int",10,,
Runeforged Engraved Focus,Runeforged_Engraved_Focus,Foci,,,,,,,"Level 16 , 25 Int",16,,
Runeforged Tonal Focus,Runeforged_Tonal_Focus,Foci,,,,,,,"Level 22 , 33 Int",22,,
Runeforged Crystal Focus,Runeforged_Crystal_Focus,Foci,,,,,,,"Level 26 , 38 Int",26,,
Runeforged Voodoo Focus,Runeforged_Voodoo_Focus,Foci,,,,,,,"Level 33 , 48 Int",33,,
Runeforged Plumed Focus,Runeforged_Plumed_Focus,Foci,,,,,,,"Level 36 , 52 Int",36,,
Runeforged Runed Focus,Runeforged_Runed_Focus,Foci,,,,,,,"Level 45 , 64 Int",45,,
Runeforged Whorl Focus,Runeforged_Whorl_Focus,Foci,,,,,,,"Level 51 , 73 Int",51,,
Runeforged Elegant Focus,Runeforged_Elegant_Focus,Foci,,,,,,,"Level 52 , 74 Int",52,,
Runeforged Attuned Focus,Runeforged_Attuned_Focus,Foci,,,,,,,"Level 57 , 81 Int",57,,
Runeforged Magus Focus,Runeforged_Magus_Focus,Foci,,,,,,,"Level 65 , 91 Int",65,,
Runeforged Arrayed Focus,Runeforged_Arrayed_Focus,Foci,,,,,,,"Level 54 , 77 Int",54,,
Runeforged Cultist Focus,Runeforged_Cultist_Focus,Foci,,,,,,,"Level 59 , 83 Int",59,,
Runeforged Hallowed Focus,Runeforged_Hallowed_Focus,Foci,,,,,,,"Level 61 , 86 Int",61,,
Runeforged Druidic Focus,Runeforged_Druidic_Focus,Foci,,,,,,,"Level 65 , 91 Int",65,,
Runeforged Leyline Focus,Runeforged_Leyline_Focus,Foci,,,,,,,"Level 70 , 99 Int",70,,
Runeforged Sacred Focus,Runeforged_Sacred_Focus,Foci,,,,,,,"Level 75 , 107 Int",75,,
Runeforged Tasalian Focus,Runeforged_Tasalian_Focus,Foci,,,,,,,"Level 80 , 115 Int",80,,
Runemastered Twig Focus,Runemastered_Twig_Focus,Foci,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Woven Focus,Runemastered_Woven_Focus,Foci,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Antler Focus,Runemastered_Antler_Focus,Foci,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Engraved Focus,Runemastered_Engraved_Focus,Foci,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Tonal Focus,Runemastered_Tonal_Focus,Foci,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Crystal Focus,Runemastered_Crystal_Focus,Foci,,,,,,,"Level 40 , 58 Int",40,,
Runemastered Voodoo Focus,Runemastered_Voodoo_Focus,Foci,,,,,,,"Level 55 , 78 Int",55,,
Runemastered Plumed Focus,Runemastered_Plumed_Focus,Foci,,,,,,,"Level 75 , 91 Int",75,,
Thawing Charm,Thawing_Charm,Charms,,,,,,,Level 12,12,,Used when you become Frozen
Staunching Charm,Staunching_Charm,Charms,,,,,,,Level 18,18,,Used when you start Bleeding
Antidote Charm,Antidote_Charm,Charms,,,,,,,Level 24,24,,Used when you become Poisoned
Dousing Charm,Dousing_Charm,Charms,,,,,,,Level 32,32,,Used when you become Ignited
Grounding Charm,Grounding_Charm,Charms,,,,,,,Level 32,32,,Used when you become Shocked
Stone Charm,Stone_Charm,Charms,,,,,,,Level 8,8,,Used when you become Stunned
Silver Charm,Silver_Charm,Charms,,,,,,,Level 10,10,,Used when you are affected by a Slow
Ruby Charm,Ruby_Charm,Charms,,,,,,,Level 5,5,,Used when you take Fire damage from a Hit
Sapphire Charm,Sapphire_Charm,Charms,,,,,,,Level 5,5,,Used when you take Cold damage from a Hit
Topaz Charm,Topaz_Charm,Charms,,,,,,,Level 5,5,,Used when you take Lightning damage from a Hit
Amethyst Charm,Amethyst_Charm,Charms,,,,,,,Level 40,40,,Used when you take Chaos damage from a Hit
Golden Charm,Golden_Charm,Charms,,,,,,,Level 50,50,,Used when you kill a Rare or Unique enemy
Cleansing Charm,Cleansing_Charm,Charms,,,,,,,Level 40,40,,Used when you become Cursed
Golden Obi,Golden_Obi,Charms,,,,,,,Level 12,12,,Has (1 - 3) Charm Slot | (20 - 30) % increased Rarity of Items found
Idol of Maxarius,Idol_of_Maxarius,Charms,,,,,,,Level 50,50,,Body Armours : +1 Charm Slot | Sceptres : Flasks gain 0.2 charges per Second
Soul Core of Opiloti,Soul_Core_of_Opiloti,Charms,,,,,,,,,,Martial Weapon : 15 % chance to cause Bleeding on Hit | Helmets : 20 % increased Charm Charges gained
Rawhide Belt,Rawhide_Belt,Charms,,,,,,,,,,Has (1 - 3) Charm Slot | (20 - 30) % increased Life Recovery from Flasks
Linen Belt,Linen_Belt,Charms,,,,,,,,,,Has (1 - 3) Charm Slot | (20 - 30) % increased Mana Recovery from Flasks
Wide Belt,Wide_Belt,Charms,,,,,,,Level 14,14,,Has (1 - 3) Charm Slot | (20 - 30) % increased Flask Charges gained
Long Belt,Long_Belt,Charms,,,,,,,Level 20,20,,Has (1 - 3) Charm Slot | (15 - 20) % increased Charm Effect Duration
Plate Belt,Plate_Belt,Charms,,,,,,,Level 25,25,,Has (1 - 3) Charm Slot | +(140 - 180) to Armour
Ornate Belt,Ornate_Belt,Charms,,,,,,,Level 31,31,,Has (1 - 3) Charm Slot | (10 - 15) % reduced Charm Charges used
Mail Belt,Mail_Belt,Charms,,,,,,,Level 40,40,,Has (1 - 3) Charm Slot | (10 - 15) % reduced Flask Charges used
Double Belt,Double_Belt,Charms,,,,,,,Level 44,44,,Has (1 - 3) Charm Slot | (20 - 30) % increased Charm Charges gained
Heavy Belt,Heavy_Belt,Charms,,,,,,,Level 50,50,,Has (1 - 3) Charm Slot | (20 - 30) % increased Stun Threshold
Runemastered Heavy Belt,Runemastered_Heavy_Belt,Charms,,,,,,,Level 65,65,,Has (1 - 3) Charm Slot | (20 - 30) % increased Stun Threshold | (15 - 25) % Life Recovery from Flasks also applies to Runic Ward
Runemastered Heavy Belt,Runemastered_Heavy_Belt,Charms,,,,,,,Level 65,65,,Has (1 - 3) Charm Slot | (20 - 30) % increased Stun Threshold | (20 - 40) % increased Runic Ward Regeneration Rate
Runemastered Heavy Belt,Runemastered_Heavy_Belt,Charms,,,,,,,Level 65,65,,Has (1 - 3) Charm Slot | (20 - 30) % increased Stun Threshold | Runic Ward recovery can can Overflow maximum Runic Ward
Runemastered Heavy Belt,Runemastered_Heavy_Belt,Charms,,,,,,,Level 65,65,,Has (1 - 3) Charm Slot | (20 - 30) % increased Stun Threshold | Flasks gain (0.5 - 1) charges per Second
Utility Belt,Utility_Belt,Charms,,,,,,,Level 55,55,,Has (1 - 3) Charm Slot | 20 % of Flask Recovery applied Instantly
Fine Belt,Fine_Belt,Charms,,,,,,,Level 62,62,,Has (1 - 3) Charm Slot | Flasks gain 0.17 charges per Second
Stalking Belt,Stalking_Belt,Charms,,,,,,,Level 50,50,,Has (1 - 3) Charm Slot | Has 1 Charm Slot | This item gains bonuses from Socketed Items as though it was Boots
Invoking Belt,Invoking_Belt,Charms,,,,,,,Level 32,32,,Has (1 - 3) Charm Slot | Has 1 Charm Slot | (8 - 12) % increased Cast Speed
Sinew Belt,Sinew_Belt,Charms,,,,,,,Level 32,32,,Has (1 - 3) Charm Slot | Has 1 Charm Slot | +(15 - 20) to Strength
Forking Belt,Forking_Belt,Charms,,,,,,,Level 32,32,,Has (1 - 3) Charm Slot | Has 1 Charm Slot | Adds 1 to (20 - 30) Lightning damage to Attacks
Legacy of Elevore,Legacy_of_Elevore,Charms,,,,,,,Level 65,65,,"Helmets : Charms gain 1 charge per Second, +1 Charm Slot"
Lesser Life Flask,Lesser_Life_Flask,Life_Flasks,,,,,,,,,,
Medium Life Flask,Medium_Life_Flask,Life_Flasks,,,,,,,Level 4,4,,
Greater Life Flask,Greater_Life_Flask,Life_Flasks,,,,,,,Level 10,10,,
Grand Life Flask,Grand_Life_Flask,Life_Flasks,,,,,,,Level 16,16,,
Giant Life Flask,Giant_Life_Flask,Life_Flasks,,,,,,,Level 23,23,,
Colossal Life Flask,Colossal_Life_Flask,Life_Flasks,,,,,,,Level 30,30,,
Gargantuan Life Flask,Gargantuan_Life_Flask,Life_Flasks,,,,,,,Level 40,40,,
Transcendent Life Flask,Transcendent_Life_Flask,Life_Flasks,,,,,,,Level 50,50,,
Ultimate Life Flask,Ultimate_Life_Flask,Life_Flasks,,,,,,,Level 60,60,,
