edge_index,from_node,to_node,from_name,to_name
5463,58593,33463,Evasion and Energy Shield,Attribute
5464,58593,26556,Evasion and Energy Shield,Deflection and Energy Shield Delay
5465,60239,15343,Evasion and Energy Shield,Deflection and Energy Shield Delay
5466,60239,49356,Evasion and Energy Shield,First Principle of the Hollow
5467,15343,58692,Deflection and Energy Shield Delay,Deflection and Energy Shield Delay
5468,26556,58692,Deflection and Energy Shield Delay,Deflection and Energy Shield Delay
5469,26556,59657,Deflection and Energy Shield Delay,First Teachings of the Keeper
5470,18314,60239,Evasion and Energy Shield,Evasion and Energy Shield
5471,18314,58593,Evasion and Energy Shield,Evasion and Energy Shield
5472,43064,47853,Attack Damage and Companion Damage as Chaos,Bond of the Mamba
5473,3336,30615,Critical Damage when consuming a Power Charge,Critical Damage when consuming a Power Charge
5474,36231,3336,Critical Damage when consuming a Power Charge,Critical Damage when consuming a Power Charge
5475,36231,31765,Critical Damage when consuming a Power Charge,Attribute
5476,65204,30615,Overflowing Power,Critical Damage when consuming a Power Charge
5477,65204,10162,Overflowing Power,Power Charge Mastery
5478,37242,16871,Stun Threshold,Strength and Dexterity
5479,37242,54031,Stun Threshold,The Great Boar
5480,59368,61215,Stun Threshold,Stun Threshold
5481,59368,48116,Stun Threshold,Attribute
5482,61215,37242,Stun Threshold,Stun Threshold
5483,9532,59368,Strength and Dexterity,Stun Threshold
5484,16871,9532,Strength and Dexterity,Strength and Dexterity
5485,22927,20582,Parried Debuff Magnitude and Duration,Parried Duration
5486,20582,55329,Parried Duration,Parried Duration
5487,29246,22927,Parried Debuff Magnitude,Parried Debuff Magnitude and Duration
5488,29246,35043,Parried Debuff Magnitude,Parried Debuff Magnitude
5489,27422,2021,Mana Flask Recovery,Wellspring
5490,2021,25857,Wellspring,Flask Mastery
5491,17687,2021,Mana Flask Charges,Wellspring
5492,10472,17687,Mana Flask Recovery,Mana Flask Charges
5493,10472,27422,Mana Flask Recovery,Mana Flask Recovery
5494,62096,28414,Attack Damage and Companion Damage as Chaos,Attack Damage and Companion Damage as Chaos
5495,63600,36364,Electrocute Buildup,Electrocution
5496,31765,59538,Attribute,Attribute
5497,31765,722,Attribute,Attribute
5498,31765,41886,Attribute,Chaos Damage and Resistance
5499,31765,61421,Attribute,Energy and Critical Chance
5500,8644,62496,Trap Damage,Trap Damage
5501,8644,27417,Trap Damage,Destructive Apparatus
5502,33964,64295,Trap Critical Chance,Trap Critical Chance
5503,27834,63659,Trap Critical Chance,Clever Construction
5504,27834,34449,Trap Critical Chance,Trap Critical Chance
5505,63659,33964,Clever Construction,Trap Critical Chance
5506,63659,37616,Clever Construction,Trap Mastery
5507,37688,37616,Devestating Devices,Trap Mastery
5508,27417,64295,Destructive Apparatus,Trap Critical Chance
5509,27417,37616,Destructive Apparatus,Trap Mastery
5510,62496,34912,Trap Damage,Trap Damage
5511,34912,4664,Trap Damage,Trap Throw Speed
5512,4664,43938,Trap Throw Speed,Trap Throw Speed
5513,43938,37688,Trap Throw Speed,Devestating Devices
5514,34449,37688,Trap Critical Chance,Devestating Devices
5515,34015,22927,Attribute,Parried Debuff Magnitude and Duration
5516,34015,59083,Attribute,Ignite Magnitude
5517,34015,14882,Attribute,Poison Damage
5518,34015,10472,Attribute,Mana Flask Recovery
5519,65498,37026,Armour Break,Armour Break and Physical Damage
5520,39307,37026,Physical Damage,Armour Break and Physical Damage
5521,7294,65498,Armour Break and Physical Damage,Armour Break
5522,7294,39307,Armour Break and Physical Damage,Physical Damage
5523,7294,41017,Armour Break and Physical Damage,Attribute
5524,37026,27513,Armour Break and Physical Damage,Material Solidification
5525,44891,52537,Cold Penetration,Cold Penetration
5526,44891,15775,Cold Penetration,Attribute
5527,55835,52537,Exposed to the Cosmos,Cold Penetration
5528,55835,20909,Exposed to the Cosmos,Cold Penetration
5529,55835,7023,Exposed to the Cosmos,Cold Mastery
5530,20909,44891,Cold Penetration,Cold Penetration
5531,59083,32364,Ignite Magnitude,Ignite Magnitude
5532,32364,32858,Ignite Magnitude,Dread Engineer's Concoction
5533,1073,261,Ignite Magnitude and Poison Magnitude,Toxic Sludge
5534,32858,1073,Dread Engineer's Concoction,Ignite Magnitude and Poison Magnitude
5535,32858,1205,Dread Engineer's Concoction,Poison Mastery
5536,14882,5048,Poison Damage,Poison Damage
5537,5048,261,Poison Damage,Toxic Sludge
5538,261,1205,Toxic Sludge,Poison Mastery
5539,57069,52257,Lightning Damage and Resistance,Conductive Embrace
5540,63192,62096,Attack Damage and Companion Damage as Chaos,Attack Damage and Companion Damage as Chaos
5541,63192,48116,Attack Damage and Companion Damage as Chaos,Attribute
5542,65091,51707,Evasion,Enhanced Reflexes
5543,1841,9405,Evasion,Evasion
5544,38728,14539,Deflection and Evasion,Deflection and Evasion
5545,44776,48773,Evasion,Attribute
5546,44776,1841,Evasion,Evasion
5547,3209,59720,Evasion,Beastial Skin
5548,3209,65091,Evasion,Evasion
5549,14539,44776,Deflection and Evasion,Evasion
5550,9405,59720,Evasion,Beastial Skin
5551,51707,38728,Enhanced Reflexes,Deflection and Evasion
5552,51707,41163,Enhanced Reflexes,Evasion Mastery
5553,59720,41163,Beastial Skin,Evasion Mastery
5554,62998,63600,Electrocute Buildup,Electrocute Buildup
5555,28414,47853,Attack Damage and Companion Damage as Chaos,Bond of the Mamba
5556,45382,53265,Ailment Chance and Elemental Damage,Nature's Bite
5557,28859,45382,Ailment Chance and Elemental Damage,Ailment Chance and Elemental Damage
5558,722,3419,Attribute,Dagger Damage
5559,722,15775,Attribute,Attribute
5560,35095,41886,Chaos Damage,Chaos Damage and Resistance
5561,19359,35095,Chaos Damage and Resistance,Chaos Damage
5562,19359,52245,Chaos Damage and Resistance,Distant Dreamer
5563,41886,9663,Chaos Damage and Resistance,Chaos Resistance
5564,9663,19359,Chaos Resistance,Chaos Damage and Resistance
5565,20105,13895,Spear Accuracy,Precise Point
5566,65212,58539,Slow Effect on You,Reduced Movement Penalty
5567,65212,34968,Slow Effect on You,Slow Effect on You
5568,34968,64637,Slow Effect on You,Slow Effect on You
5569,58539,60899,Reduced Movement Penalty,Reduced Movement Penalty
5570,60899,32543,Reduced Movement Penalty,Unhindered
5571,64637,32543,Slow Effect on You,Unhindered
5572,48116,21112,Attribute,Bow Damage
5573,48116,34015,Attribute,Attribute
5574,48116,18624,Attribute,Hazard Damage
5575,21156,34623,Charge Duration,Charge Duration and Dexterity
5576,19027,21156,Charge Duration,Charge Duration
5577,19027,7847,Charge Duration,The Fabled Stag
5578,34623,14769,Charge Duration and Dexterity,Dexterity
5579,34623,14262,Charge Duration and Dexterity,Attribute
5580,40471,19027,Dexterity,Charge Duration
5581,40471,7847,Dexterity,The Fabled Stag
5582,14769,40471,Dexterity,Dexterity
5583,20649,62998,Lightning Damage,Electrocute Buildup
5584,20649,2582,Lightning Damage,Attribute
5585,20649,65290,Lightning Damage,Lightning Damage and Resistance
5586,29990,36217,Volatility on Kill,Volatility Detonation Time
5587,29990,47477,Volatility on Kill,Volatility Detonation Time
5588,29990,30808,Volatility on Kill,Attribute
5589,47477,51774,Volatility Detonation Time,Volatility Detonation Time
5590,51774,34425,Volatility Detonation Time,Precise Volatility
5591,47021,36217,Volatility Detonation Time,Volatility Detonation Time
5592,34425,47021,Precise Volatility,Volatility Detonation Time
5593,65290,57069,Lightning Damage and Resistance,Lightning Damage and Resistance
5594,16121,56334,Energy,Energy and Critical Chance
5595,61421,16121,Energy and Critical Chance,Energy
5596,56334,46171,Energy and Critical Chance,Critical Chance
5597,56334,41753,Energy and Critical Chance,Evocational Practitioner
5598,46171,61421,Critical Chance,Energy and Critical Chance
5599,14262,32763,Attribute,[Jewel] Socket
5600,14262,21945,Attribute,Damage and Criticals vs Dazed Enemies
5601,12116,42036,Parry Area,Off-Balancing Retort
5602,12116,52410,Parry Area,Stun Threshold during Parry
5603,20414,35043,Reprisal,Parried Debuff Magnitude
5604,20414,52410,Reprisal,Stun Threshold during Parry
5605,20414,50146,Reprisal,Buckler Mastery
5606,55329,42036,Parried Duration,Off-Balancing Retort
5607,42036,50146,Off-Balancing Retort,Buckler Mastery
5608,18624,39608,Hazard Damage,Hazard Duration
5609,18624,12329,Hazard Damage,Hazard Damage
5610,17523,42032,Hazard Damage,Escalating Mayhem
5611,42032,17906,Escalating Mayhem,Trap Mastery
5612,30408,17906,Efficient Contraptions,Trap Mastery
5613,39608,1778,Hazard Duration,Hazard Duration
5614,12329,17523,Hazard Damage,Hazard Damage
5615,1778,30408,Hazard Duration,Efficient Contraptions
5616,1778,17523,Hazard Duration,Hazard Damage
5617,49320,52215,Dagger Critical Chance,Dagger Critical Chance
5618,30973,49320,Dagger Critical Chance,Dagger Critical Chance
5619,15775,30808,Attribute,Attribute
5620,15775,11598,Attribute,Quarterstaff Speed
5621,15775,29959,Attribute,Critical Damage
5622,15775,15343,Attribute,Deflection and Energy Shield Delay
5623,3640,37780,Attack Damage and Combo,Combo Gain
5624,3640,17724,Attack Damage and Combo,Attack Damage
5625,3640,14267,Attack Damage and Combo,Attribute
5626,28963,23105,Chakra of Rhythm,Attack Mastery
5627,7888,17101,Combo Gain,Attack Damage
5628,7888,28963,Combo Gain,Chakra of Rhythm
5629,17724,17101,Attack Damage,Attack Damage
5630,17101,25362,Attack Damage,Chakra of Impact
5631,25362,23105,Chakra of Impact,Attack Mastery
5632,37780,7888,Combo Gain,Combo Gain
5633,2582,48116,Attribute,Attribute
5634,2582,41861,Attribute,Trusted Kinship
5635,2582,56847,Attribute,Herald Damage
5636,60891,53185,Accuracy Rating,The Winter Owl
5637,18897,53185,Evasion Rating,The Winter Owl
5638,64990,60891,Intelligence,Accuracy Rating
5639,64990,18897,Intelligence,Evasion Rating
5640,64990,27705,Intelligence,Attribute
5641,21945,61718,Damage and Criticals vs Dazed Enemies,Damage vs Dazed Enemies
5642,21945,26572,Damage and Criticals vs Dazed Enemies,Criticals vs Dazed Enemies
5643,21945,39128,Damage and Criticals vs Dazed Enemies,Daze Magnitude
5644,21945,54545,Damage and Criticals vs Dazed Enemies,Daze Magnitude
5645,61718,38342,Damage vs Dazed Enemies,Stupefy
5646,26572,47514,Criticals vs Dazed Enemies,Dizzying Hits
5647,54545,38342,Daze Magnitude,Stupefy
5648,39128,47514,Daze Magnitude,Dizzying Hits
5649,29959,6891,Critical Damage,Critical Damage
5650,29959,60362,Critical Damage,Critical Damage
5651,60362,56265,Critical Damage,Throatseeker
5652,6891,56265,Critical Damage,Throatseeker
5653,56265,42802,Throatseeker,Critical Mastery
5654,17792,48734,Presence Area,The Howling Primate
5655,34892,12066,Aura Magnitude,Aura Magnitude
5656,12066,48734,Aura Magnitude,The Howling Primate
5657,42226,34892,Intelligence,Aura Magnitude
5658,42226,17792,Intelligence,Presence Area
5659,30808,14267,Attribute,Attribute
5660,30808,28101,Attribute,Fire Penetration
5661,30808,28859,Attribute,Ailment Chance and Elemental Damage
5662,27705,48773,Attribute,Attribute
5663,27705,2582,Attribute,Attribute
5664,27705,65212,Attribute,Slow Effect on You
5665,27705,39495,Attribute,Companion Damage
5666,27705,3543,Attribute,Attack Cold Damage
5667,27705,20787,Attribute,Freeze Buildup
5668,28835,56847,Herald Damage,Herald Damage
5669,28835,60480,Herald Damage,Herald Reservation
5670,28835,8157,Herald Damage,Herald Reservation
5671,28044,28835,Coming Calamity,Herald Damage
5672,28044,178,Coming Calamity,Herald Reservation
5673,28044,6988,Coming Calamity,Herald Mastery
5674,43088,28835,Agonising Calamity,Herald Damage
5675,43088,178,Agonising Calamity,Herald Reservation
5676,43088,6988,Agonising Calamity,Herald Mastery
5677,326,31449,Quarterstaff Critical Chance,Quarterstaff Critical Chance
5678,59694,52399,Quarterstaff Critical Damage,Quarterstaff Critical Damage
5679,3543,31825,Attack Cold Damage,Attack Cold Damage
5680,31825,16142,Attack Cold Damage,Deep Freeze
5681,20787,5390,Freeze Buildup,Freeze Buildup
5682,5390,16142,Freeze Buildup,Deep Freeze
5683,632,56366,Dagger Speed,Silent Shiv
5684,48773,32763,Attribute,[Jewel] Socket
5685,48773,38493,Attribute,Critical Damage
5686,48773,41873,Attribute,Frenzy Charge Duration
5687,48773,42226,Attribute,Intelligence
5688,48773,52800,Attribute,Surpassing Arrow Chance
5689,34612,60764,Bow Damage,Feathered Fletching
5690,11526,38993,Sniper,Bow Critical Damage
5691,31055,18969,Bow Speed,Bow Speed
5692,44141,18969,Bow Speed,Bow Speed
5693,44141,21788,Bow Speed,Bow Damage
5694,7651,21788,Pierce the Heart,Bow Damage
5695,21788,8573,Bow Damage,Bow Damage
5696,21788,34612,Bow Damage,Bow Damage
5697,21112,31055,Bow Damage,Bow Speed
5698,8573,11526,Bow Damage,Sniper
5699,25586,38993,Bow Critical Damage,Bow Critical Damage
5700,2361,34316,Quarterstaff Stun and Knockback,One with the River
5701,37514,32442,Whirling Assault,Quarterstaff Stun and Knockback
5702,37514,64700,Whirling Assault,Quarterstaff Freeze and Daze Buildup
5703,31449,9444,Quarterstaff Critical Chance,One with the Storm
5704,52399,9444,Quarterstaff Critical Damage,One with the Storm
5705,2113,326,Martial Artistry,Quarterstaff Critical Chance
5706,2113,59694,Martial Artistry,Quarterstaff Critical Damage
5707,61632,34316,Quarterstaff Freeze and Daze Buildup,One with the River
5708,4536,37514,Quarterstaff Speed,Whirling Assault
5709,11598,4536,Quarterstaff Speed,Quarterstaff Speed
5710,11598,44516,Quarterstaff Speed,Quarterstaff Speed
5711,44516,2113,Quarterstaff Speed,Martial Artistry
5712,14267,32763,Attribute,[Jewel] Socket
5713,14267,28976,Attribute,Poison Duration
5714,14267,38212,Attribute,Life Recoup
5715,14267,1499,Attribute,Life Regeneration
5716,28638,37514,Quarterstaff Mastery,Whirling Assault
5717,28638,2113,Quarterstaff Mastery,Martial Artistry
5718,64700,61632,Quarterstaff Freeze and Daze Buildup,Quarterstaff Freeze and Daze Buildup
5719,52215,56366,Dagger Critical Chance,Silent Shiv
5720,3419,20429,Dagger Damage,Dagger Speed
5721,3419,30973,Dagger Damage,Dagger Critical Chance
5722,28797,632,Dagger Speed,Dagger Speed
5723,20429,28797,Dagger Speed,Dagger Speed
5724,46152,40110,Blind Effect,Blind Effect
5725,40110,42347,Blind Effect,Chakra of Sight
5726,8302,4467,Damage vs Blinded,Damage vs Blinded
5727,4467,42347,Damage vs Blinded,Chakra of Sight
5728,42974,46152,Blind Chance,Blind Effect
5729,42974,8302,Blind Chance,Damage vs Blinded
5730,42974,30808,Blind Chance,Attribute
5731,38993,21112,Bow Critical Damage,Bow Damage
5732,32442,2361,Quarterstaff Stun and Knockback,Quarterstaff Stun and Knockback
5733,53272,2560,Deflection,Deflection
5734,53272,2582,Deflection,Attribute
5735,2560,20044,Deflection,Deflection
5736,20044,30736,Deflection,Deflection
5737,30736,52180,Deflection,Trained Deflection
5738,55995,41873,Frenzy Charge Duration,Frenzy Charge Duration
5739,57970,55995,Frenzy Charge Duration,Frenzy Charge Duration
5740,57970,21537,Frenzy Charge Duration,Fervour
5741,27048,47375,Defences and Companion Life,Defences and Companion Life
5742,43867,10423,Fire Penetration,Exposed to the Inferno
5743,10423,37905,Exposed to the Inferno,Flammability Magnitude
5744,57571,37905,Flammability Magnitude,Flammability Magnitude
5745,28101,57571,Fire Penetration,Flammability Magnitude
5746,28101,43867,Fire Penetration,Fire Penetration
5747,56366,35755,Silent Shiv,Dagger Critical Damage
5748,54058,62001,Dagger Critical Damage,Backstabbing
5749,35755,54058,Dagger Critical Damage,Dagger Critical Damage
5750,4423,54058,Coated Knife,Dagger Critical Damage
5751,39495,46386,Companion Damage,Companion Damage
5752,39495,27048,Companion Damage,Defences and Companion Life
5753,38212,57683,Life Recoup,Life Recoup
5754,57683,35031,Life Recoup,Chakra of Life
5755,1499,33830,Life Regeneration,Life Regeneration
5756,33830,35031,Life Regeneration,Chakra of Life
5757,328,25992,Bow Accuracy Rating,Bow Accuracy Rating
5758,328,60764,Bow Accuracy Rating,Feathered Fletching
5759,328,21112,Bow Accuracy Rating,Bow Damage
5760,28976,23374,Poison Duration,Poison Chance
5761,28976,29458,Poison Duration,Poison Damage
5762,47375,63618,Defences and Companion Life,Defences and Companion Life
5763,39986,57933,Companion Damage,Companion Damage
5764,2500,6030,Poison Chance,Poison Chance
5765,15986,6030,Building Toxins,Poison Chance
5766,2134,9703,Toxic Tolerance,Poison Duration
5767,53595,29458,Poison Damage,Poison Damage
5768,53595,38628,Poison Damage,Escalating Toxins
5769,9703,6030,Poison Duration,Poison Chance
5770,1723,53595,Poison Duration,Poison Damage
5771,1723,2134,Poison Duration,Toxic Tolerance
5772,38493,55621,Critical Damage,Critical Chance
5773,38537,54983,Heartstopping,Attack Critical Chance
5774,38537,51583,Heartstopping,Critical Mastery
5775,13407,23040,Heartbreaking,Critical Damage
5776,13407,51583,Heartbreaking,Critical Mastery
5777,39369,2936,Struck Through,Attack Critical Damage
5778,39369,51583,Struck Through,Critical Mastery
5779,55621,38537,Critical Chance,Heartstopping
5780,2936,13407,Attack Critical Damage,Heartbreaking
5781,23040,38493,Critical Damage,Critical Damage
5782,54983,39369,Attack Critical Chance,Struck Through
5783,46386,39986,Companion Damage,Companion Damage
5784,23374,2500,Poison Chance,Poison Chance
5785,63618,31129,Defences and Companion Life,Lifelong Friend
5786,57933,16150,Companion Damage,Inspiring Ally
5787,38263,13317,,
5788,58418,60377,,
5789,4991,29322,,
5790,56451,38263,,
5791,13317,15622,,
5792,37563,42151,,
5793,36668,27091,,
5794,1894,58418,,
5795,60377,1226,,
